,target_x,target_y,ref_x_1,ref_y_1,ref_x_2,ref_y_2,ref_x_3,ref_y_3,ref_x_4,ref_y_4,ref_x_5,ref_y_5,ref_x_6,ref_y_6,ref_x_7,ref_y_7,ref_x_8,ref_y_8,ref_x_9,ref_y_9,ref_x_10,ref_y_10,ref_x_11,ref_y_11,ref_x_12,ref_y_12,distance_1,distance_2,distance_3,distance_4,distance_5,distance_6,distance_7,distance_8,distance_9,distance_10,distance_11,distance_12
10,18,73,65,16,97,10,88,11,29,2,74,84,36,89,81,97,21,43,65,89,99,68,98,32,22,80,73.87827826905551,101.04454463255303,93.50935782048768,71.84705978674423,57.0701322935211,24.08318915758459,67.4166151627327,30.14962686336267,49.64876634922564,81.15417426109393,89.89438247187641,8.06225774829855
11,28,95,1,86,17,43,24,25,91,0,62,94,10,66,67,22,68,78,34,58,42,72,61,73,39,23,28.460498941515414,53.150729063673246,70.11419257183242,113.99122773266372,34.0147027033899,34.132096331752024,82.76472678623425,43.46262762420146,37.48332962798263,26.92582403567252,39.66106403010388,72.83543093852057
12,39,55,56,80,99,62,23,49,17,7,20,12,22,45,65,13,39,54,92,56,82,24,57,44,37,76,30.23243291566195,60.40695324215582,17.08800749063506,52.80151512977634,47.01063709417264,19.72308292331602,49.39635614091387,1.0,53.009433122794285,53.009433122794285,21.095023109728988,21.095023109728988
13,62,45,96,22,52,24,65,18,27,39,25,63,35,80,58,71,76,95,2,4,46,4,85,41,59,41,41.048751503547585,23.259406699226016,27.16615541441225,35.510561809129406,41.14608122288197,44.204072210600685,26.30589287593181,51.92301994298868,72.67048919609665,44.01136216933077,23.345235059857504,5.0
14,77,46,99,73,59,63,80,80,57,1,78,23,52,10,25,16,80,29,55,35,60,36,94,5,71,40,34.828149534535996,24.758836806279895,34.132096331752024,49.24428900898052,23.021728866442675,43.829214001622255,60.03332407921454,17.26267650163207,24.596747752497688,19.72308292331602,44.384682042344295,8.48528137423857
15,40,27,6,78,47,30,24,74,33,0,64,65,20,98,55,93,6,56,41,80,25,25,46,28,82,3,61.29437168288782,7.615773105863909,49.64876634922564,27.892651361962706,44.94441010848846,73.76313442364011,67.68308503607086,44.68780594300866,53.009433122794285,15.132745950421556,6.082762530298219,48.373546489791295
16,11,24,26,57,52,17,51,1,62,33,20,27,16,57,77,73,42,43,39,28,35,60,16,36,55,75,36.24913792078372,41.593268686170845,46.14108798023731,51.78802950489621,9.486832980505138,33.37663853655727,82.20097323024831,36.359317925395686,28.284271247461902,43.266615305567875,13.0,67.35725647619564
17,75,75,61,37,43,59,34,37,64,26,56,54,77,17,73,65,27,81,61,64,30,98,55,74,63,59,40.496913462633174,35.77708763999664,55.90169943749474,50.21951811795888,28.319604517012593,58.034472514187634,10.198039027185569,48.373546489791295,17.804493814764857,50.53711507397311,20.024984394500787,20.0
18,28,18,99,94,90,75,97,7,99,92,69,78,45,77,60,56,35,59,66,17,66,44,71,38,98,38,104.00480758118829,84.21995013059554,69.87131027825369,102.55242561733974,72.67048919609665,61.40032573203501,49.678969393496885,41.593268686170845,38.01315561749642,46.04345773288535,47.4236228055175,72.80109889280519
19,40,49,56,96,19,1,12,29,89,41,46,23,61,3,81,77,18,39,25,39,74,72,24,47,94,46,49.64876634922564,52.392747589718944,34.40930106817051,49.64876634922564,26.68332812825267,50.566787519082126,49.64876634922564,24.166091947189145,18.027756377319946,41.048751503547585,16.1245154965971,54.08326913195984
20,99,69,46,20,99,33,41,9,1,68,79,81,50,83,47,25,76,33,30,35,68,51,64,53,83,68,72.18032973047436,36.0,83.45058418010026,98.00510190801293,23.323807579381203,50.96076922496363,68.11754546370561,42.720018726587654,76.92203845452875,35.84689665786984,38.48376280978771,16.0312195418814
21,80,64,30,99,6,63,75,59,73,76,82,61,18,47,26,95,43,90,5,33,78,72,0,8,23,87,61.032778078668514,74.00675644831355,7.0710678118654755,13.892443989449804,3.605551275463989,64.28841264178172,62.26556030423239,45.221676218380054,81.15417426109393,8.246211251235321,97.65244492586962,61.465437442517235
22,9,27,92,26,69,68,47,85,75,14,3,76,4,42,57,72,86,31,84,81,30,23,37,83,26,8,83.00602387778854,72.67048919609665,69.33974329343886,67.26812023536856,49.36598018878993,15.811388300841896,65.79513659838392,77.10382610480494,92.41753080449618,21.37755832643195,62.609903369994115,25.495097567963924
23,86,47,53,12,75,58,7,8,82,61,49,16,51,33,39,96,48,29,98,49,41,17,75,21,61,13,48.104053883222775,15.556349186104045,88.10221336606703,14.560219778561036,48.27007354458868,37.69615364994153,67.89698078707183,42.04759208325728,12.165525060596439,54.08326913195984,28.231188426986208,42.20189569201838
24,70,7,23,65,11,25,26,22,48,94,80,46,99,22,42,72,21,2,60,70,72,94,29,83,10,29,74.65252842335616,61.68468205316454,46.486557196677836,89.73850901368932,40.26164427839479,32.64965543462902,70.77428911688199,49.25444142409901,63.788713735268246,87.02298546935747,86.35392289873113,63.90618123468183
25,63,43,58,13,9,39,78,50,48,44,81,81,26,53,65,37,3,86,81,77,48,44,50,50,97,99,30.4138126514911,54.147945482723536,16.55294535724685,15.033296378372908,42.04759208325728,38.3275357934736,6.324555320336759,73.81734213584231,38.47076812334269,15.033296378372908,14.7648230602334,65.5133574166368
26,13,29,1,71,61,21,72,68,96,49,18,36,14,25,35,13,30,26,80,93,23,33,25,43,70,12,43.68065933568311,48.662100242385755,70.7248188403477,85.37564055396598,8.602325267042627,4.123105625617661,27.202941017470888,17.26267650163207,92.65527507918802,10.770329614269007,18.439088914585774,59.481089431852205
27,68,93,88,36,14,73,93,53,49,86,53,9,78,79,30,9,54,20,47,11,42,21,48,53,77,67,60.40695324215582,57.584720195551874,47.16990566028302,20.248456731316587,85.32877591996736,17.204650534085253,92.19544457292888,74.33034373659252,84.64632301523794,76.55063683601855,44.721359549995796,27.51363298439521
28,82,66,47,43,43,15,16,13,32,51,86,60,96,36,84,10,7,42,51,41,22,42,63,44,0,36,41.88078318274385,64.20280367709809,84.64632301523794,52.20153254455275,7.211102550927978,33.1058907144937,56.0357029044876,78.74642849044012,39.824615503479755,64.62197768561404,29.068883707497267,87.31551981177229
29,73,21,69,69,77,84,47,51,96,32,5,81,23,73,24,88,72,21,61,87,28,15,22,48,58,4,48.16637831516918,63.12685640834652,39.698866482558415,25.495097567963924,90.68627239003708,72.13875518748573,83.00602387778854,1.0,67.08203932499369,45.39823785126467,57.706152185014034,22.67156809750927
30,24,46,15,1,81,97,34,19,35,87,11,56,98,87,86,78,2,29,51,93,36,10,5,61,27,59,45.89117562233506,76.48529270389177,28.792360097775937,42.44997055358225,16.401219466856727,84.59905436823747,69.77105417004964,27.80287754891569,54.20332093147061,37.94733192202055,24.20743687382041,13.341664064126334
31,45,53,21,46,60,57,91,27,82,72,72,65,4,2,90,99,19,10,64,40,80,97,99,91,81,36,25.0,15.524174696260024,52.839379254491625,41.593268686170845,29.546573405388315,65.43699259593154,64.35060217278468,50.24937810560445,23.021728866442675,56.22277118748239,66.03029607687671,39.81205847478876
32,6,87,79,71,85,11,94,24,63,45,78,59,19,53,62,65,15,81,7,32,49,41,22,85,92,24,74.73285756613352,109.62207806824317,108.2266141020775,70.80254232723568,77.25283166331187,36.40054944640259,60.166435825965294,10.816653826391969,55.00909015790027,62.96824596572466,16.1245154965971,106.60675400742676
33,96,98,96,49,6,44,79,30,60,72,8,61,67,93,87,64,94,74,29,31,23,60,39,51,1,69,49.0,104.95713410721541,70.09279563550022,44.40720662234904,95.46203433826454,29.427877939124322,35.17101079013795,24.08318915758459,94.75230867899737,82.29823813423954,73.87827826905551,99.32774033471213
34,62,14,17,77,14,27,42,93,46,42,63,68,76,93,91,47,78,49,90,43,58,4,99,30,29,61,77.42092740338364,49.72926703662542,81.49233092751734,32.2490309931942,54.00925846556311,80.23091673413684,43.93176527297759,38.48376280978771,40.311288741492746,10.770329614269007,40.311288741492746,57.42821606144492
35,74,41,0,77,72,60,84,93,85,7,33,69,98,21,56,12,19,30,83,40,22,35,79,31,24,82,82.29216244576394,19.1049731745428,52.952809179494906,35.73513677041127,49.64876634922564,31.240998703626616,34.132096331752024,56.089214649520635,9.055385138137417,52.3450093132096,11.180339887498949,64.66065264130884
36,32,82,60,65,94,37,10,80,68,54,50,32,40,15,9,23,21,44,62,71,54,12,70,63,66,16,32.7566787083184,76.60939890117922,22.090722034374522,45.60701700396552,53.14132102234569,67.47592163134935,63.324560795950255,39.56008088970496,31.953090617340916,73.37574531137656,42.485291572496,74.24284477308234
37,44,49,41,2,45,0,99,29,57,37,12,19,15,49,45,95,12,1,5,20,99,89,75,64,25,29,47.095647357266465,49.01020301937138,58.52349955359813,17.69180601295413,43.86342439892262,29.0,46.010868281309364,57.688820407423826,48.60041152089147,68.00735254367721,34.438350715445125,27.586228448267445
38,85,56,71,69,14,36,46,79,57,37,81,84,91,93,41,15,43,61,69,27,34,56,57,79,24,9,19.1049731745428,73.76313442364011,45.27692569068709,33.83784863137726,28.284271247461902,37.48332962798263,60.14149981501958,42.2965719651132,33.12099032335839,51.0,36.235341863986875,77.00649323271382
39,22,9,78,45,13,7,86,12,43,72,8,0,81,12,95,53,4,19,93,63,1,50,69,82,57,73,66.57326790837296,9.219544457292887,64.07027391856539,66.40783086353596,16.64331697709324,59.07622195096772,85.23496934944014,20.591260281974,89.20201791439474,46.06517122512408,86.82165628459296,72.94518489934754
40,57,67,89,73,21,73,86,95,20,5,8,18,81,37,53,9,82,19,56,50,71,84,83,87,39,80,32.55764119219941,36.49657518178932,40.311288741492746,72.20110802473879,69.29646455628166,38.41874542459709,58.137767414994535,54.120236510939236,17.029386365926403,22.02271554554524,32.802438933713454,22.20360331117452
41,57,25,8,41,26,39,49,81,6,40,20,73,19,18,30,21,63,81,82,93,29,81,47,65,50,82,51.54609587543949,34.0147027033899,56.568542494923804,53.16013544000805,60.60528029800704,38.63935817272331,27.294688127912362,56.32051136131489,72.44998274671983,62.609903369994115,41.23105625617661,57.42821606144492
42,55,32,97,47,81,40,37,95,95,3,95,52,5,48,75,91,13,91,20,64,73,72,98,82,96,12,44.598206241955516,27.202941017470888,65.52098900352466,49.4064773081425,44.721359549995796,52.49761899362675,62.297672508690084,72.42237223399962,47.4236228055175,43.86342439892262,65.94694837519019,45.617978911828175
43,59,31,12,72,88,45,5,15,31,46,1,9,80,34,29,44,68,96,37,56,56,94,27,72,93,48,62.369864518050704,32.202484376209235,56.32051136131489,31.76476034853718,62.03224967708329,21.213203435596427,32.69556544854363,65.62011886609167,33.301651610693426,63.071388124885914,52.009614495783374,38.01315561749642
44,15,70,61,2,51,93,93,85,7,74,90,40,48,95,84,88,27,80,65,14,35,72,89,10,70,14,82.09750300709517,42.720018726587654,79.42921376924235,8.94427190999916,80.77747210701756,41.400483088968905,71.30918594402827,15.620499351813308,75.07329751649384,20.09975124224178,95.26804291051643,78.49203781276162
45,56,68,44,77,50,80,53,54,1,34,41,72,4,19,30,96,71,78,77,26,75,83,24,0,16,71,15.0,13.416407864998739,14.317821063276353,64.66065264130884,15.524174696260024,71.449282711585,38.2099463490856,18.027756377319946,46.95742752749558,24.20743687382041,75.15317691222374,40.11234224026316
46,40,46,49,37,85,23,88,55,92,23,18,61,40,68,64,60,70,17,23,90,47,52,68,15,30,3,12.727922061357855,50.53711507397311,48.83646178829912,56.859475903318,26.627053911388696,22.0,27.784887978899608,41.72529209005013,47.16990566028302,9.219544457292887,41.773197148410844,44.14748010928823
47,66,98,68,74,16,74,73,35,44,23,97,76,39,11,69,3,85,44,33,39,86,28,14,57,43,82,24.08318915758459,55.46169849544819,63.387695966961914,78.16009211867653,38.01315561749642,91.09335870413386,95.04735661763561,57.245087125446844,67.60177512462228,72.80109889280519,66.21933252457322,28.0178514522438
48,23,5,75,92,85,6,64,53,14,39,51,23,37,61,5,18,39,64,77,37,38,17,37,48,62,96,101.35580891098448,62.00806399170998,63.12685640834652,35.17101079013795,33.28663395418648,57.723478758647246,22.20360331117452,61.1310068623117,62.76941930590086,19.209372712298546,45.221676218380054,99.00505037623081
49,45,65,67,79,51,39,50,5,75,98,2,85,41,16,67,96,46,36,50,58,59,19,13,67,44,76,26.076809620810597,26.68332812825267,60.207972893961475,44.598206241955516,47.4236228055175,49.16299421312742,38.01315561749642,29.017236257093817,8.602325267042627,48.08326112068523,32.0624390837628,11.045361017187261
50,46,29,21,85,15,70,77,45,5,52,85,1,43,33,82,65,73,37,51,14,2,78,53,25,19,64,61.326992425847855,51.40038910358559,34.88552708502482,47.01063709417264,48.010415536631214,5.0,50.91168824543142,28.160255680657446,15.811388300841896,65.85590330410783,8.06225774829855,44.204072210600685
51,21,78,32,53,91,13,51,59,38,22,73,53,38,18,1,31,57,99,78,47,22,86,96,64,46,11,27.313000567495326,95.524865872714,35.510561809129406,58.52349955359813,57.697486947006624,62.36184731067546,51.07837115648854,41.677331968349414,64.88451279003334,8.06225774829855,76.2954782408499,71.5122367151245
52,10,40,16,89,30,25,49,78,98,51,47,13,30,2,55,90,83,42,98,63,67,30,97,53,63,71,49.36598018878993,25.0,54.45181356024793,88.68483523128404,45.803929962395145,42.941821107167776,67.26812023536856,73.02739212103907,90.95603333479313,57.87054518492115,87.96590248499699,61.40032573203501
53,22,46,86,83,47,73,21,49,27,53,33,58,57,33,97,36,10,61,94,28,47,19,72,46,40,0,73.92563831310488,36.796738985948195,3.1622776601683795,8.602325267042627,16.278820596099706,37.33630940518894,75.66372975210778,19.209372712298546,74.21590126111789,36.796738985948195,50.0,49.39635614091387
54,86,67,30,18,76,57,78,16,76,98,15,98,8,20,24,77,56,49,32,72,3,63,31,54,17,92,74.41102068914255,14.142135623730951,51.62363799656123,32.57299494980466,77.47257579298626,91.0659101969557,62.80127387243033,34.9857113690718,54.230987451824994,83.09632964216891,56.515484603779164,73.38937252763509
55,67,78,57,65,11,58,57,96,95,72,46,6,28,84,44,59,23,60,12,91,22,44,60,1,47,86,16.401219466856727,59.464274989274024,20.591260281974,28.635642126552707,75.0,39.45883931389772,29.832867780352597,47.53945729601885,56.515484603779164,56.4003546088143,77.31752712031083,21.540659228538015
56,89,85,77,70,98,56,19,91,7,30,46,65,60,91,79,0,99,54,17,75,77,49,12,5,72,36,19.209372712298546,30.364452901377952,70.25667228100119,98.73702446397704,47.4236228055175,29.614185789921695,85.58621384311844,32.57299494980466,72.69112738154499,37.94733192202055,111.03603018840326,51.86520991955976
57,51,40,85,82,77,23,7,90,27,69,8,3,37,18,40,50,10,59,13,0,73,89,64,43,14,2,54.037024344425184,31.064449134018133,66.60330322138685,37.64306044943742,56.72741841473134,26.076809620810597,14.866068747318506,45.18849411078001,55.17245689653489,53.71219600798314,13.341664064126334,53.03772242470448
58,72,56,53,35,71,5,60,95,91,97,62,62,88,23,74,50,63,80,8,4,36,96,6,56,36,19,28.319604517012593,51.0098029794274,40.80441152620633,45.18849411078001,11.661903789690601,36.6742416417845,6.324555320336759,25.632011235952593,82.46211251235322,53.81449618829484,66.0,51.62363799656123
59,31,85,9,16,95,18,66,20,56,19,65,80,46,82,7,41,79,12,0,0,31,28,19,39,90,27,72.42237223399962,92.65527507918802,73.824115301167,70.57619995437555,34.36568055487916,15.297058540778355,50.11985634456667,87.36704184073076,90.47651629014017,57.0,47.53945729601885,82.73451516749222
60,93,2,54,67,5,80,38,22,20,14,60,93,46,85,47,36,17,48,49,32,74,99,29,2,67,33,75.8023746329889,117.5925167687128,58.52349955359813,73.97972695272672,96.79876032264049,95.38343671728336,57.201398584300364,88.83692925805124,53.25410782277739,98.84331034521254,64.0,40.45985664828782
61,92,68,41,94,41,91,98,84,60,0,19,33,42,95,95,34,36,4,96,13,26,95,88,64,16,2,57.245087125446844,55.94640292279746,17.08800749063506,75.15317691222374,80.95677859203639,56.824290580701486,34.132096331752024,85.0411665018772,55.14526271584895,71.30918594402827,5.656854249492381,100.65783625729296
62,81,35,92,85,35,17,40,41,64,69,65,18,46,80,13,61,0,61,67,72,91,79,90,30,35,80,51.19570294468082,49.39635614091387,41.43669871020132,38.01315561749642,23.345235059857504,57.0087712549569,72.80109889280519,85.07055894961546,39.56008088970496,45.12205669071391,10.295630140987,64.35060217278468
63,63,37,56,16,17,85,63,0,86,14,88,93,78,22,87,75,47,41,50,89,62,35,3,76,93,96,22.135943621178654,66.48308055437865,37.0,32.526911934581186,61.326992425847855,21.213203435596427,44.94441010848846,16.492422502470642,53.600373133029585,2.23606797749979,71.56116265125938,66.18912297349165
64,47,86,66,33,98,72,13,42,55,52,16,17,84,44,62,32,62,92,49,17,10,38,67,28,17,54,56.302753041036986,52.88667128870941,55.60575509783138,34.92849839314596,75.64390259630977,55.97320787662612,56.04462507680822,16.15549442140351,69.02897942168927,60.60528029800704,61.35144660071187,43.86342439892262
65,31,10,24,52,13,29,8,25,89,1,81,39,72,88,95,89,78,4,66,19,99,91,26,92,86,38,42.579337712087536,26.1725046566048,27.459060435491963,58.69412236331676,57.8013840664737,88.11923740024082,101.67103815738285,47.38143096192854,36.138621999185304,105.75916035975324,82.15229759416349,61.71709649683789
66,71,25,61,33,31,12,36,49,89,19,94,95,17,43,71,59,27,30,56,15,76,1,71,81,68,4,12.806248474865697,42.05948168962618,42.43819034784589,18.973665961010276,73.68174807915459,56.92099788303083,34.0,44.28317965096906,18.027756377319946,24.515301344262525,56.0,21.213203435596427
67,25,96,78,92,16,98,34,99,87,69,90,16,35,22,29,47,65,63,68,36,71,64,45,5,56,80,53.150729063673246,9.219544457292887,9.486832980505138,67.62396025078685,103.07764064044152,74.67261881037788,49.16299421312742,51.85556864985669,73.81734213584231,56.0357029044876,93.17188417113823,34.88552708502482
68,36,28,73,50,6,95,27,72,0,16,95,50,91,69,89,89,89,25,29,11,27,63,61,31,9,5,43.04648650006177,73.40980860893181,44.91102314577124,37.94733192202055,62.96824596572466,68.60029154456998,80.8084154033477,53.08483775994799,18.384776310850235,36.138621999185304,25.179356624028344,35.4682957019364
69,29,53,75,95,74,50,23,23,78,25,18,57,45,87,71,71,18,56,43,42,29,32,48,50,85,54,62.289646009589745,45.09988913511872,30.59411708155671,56.43580423808985,11.704699910719626,37.57658845611187,45.69463863518345,11.40175425099138,17.804493814764857,21.0,19.235384061671343,56.00892785976178
70,2,58,4,88,30,64,12,84,51,81,45,29,7,94,60,8,78,55,96,10,64,86,18,83,59,91,30.066592756745816,28.635642126552707,27.85677655436824,54.12947441089743,51.86520991955976,36.345563690772494,76.57675887630658,76.05918747922567,105.54619841567009,68.0294054067798,29.68164415931166,65.86349520030045
71,46,11,75,24,38,86,35,81,53,13,12,8,87,61,34,49,33,82,41,23,23,26,14,27,14,50,31.78049716414141,75.4254598925323,70.8590149522275,7.280109889280518,34.132096331752024,64.66065264130884,39.84971769034255,72.18032973047436,13.0,27.459060435491963,35.77708763999664,50.44799302251776
72,65,91,91,29,16,15,4,63,69,95,92,48,28,30,46,20,79,35,93,48,51,58,63,63,30,43,67.23094525588644,90.4267659490264,67.11929677819934,5.656854249492381,50.774009099144415,71.34423592694787,73.49829930005184,57.723478758647246,51.31276644267,35.84689665786984,28.071337695236398,59.405386961116584
73,42,72,98,33,83,8,16,48,65,35,89,52,5,69,72,59,14,4,79,12,83,45,88,3,31,5,68.24221567329127,76.00657866263946,35.38361202590826,43.56604182158393,51.07837115648854,37.12142238654117,32.69556544854363,73.53910524340094,70.49113419430843,49.09175083453431,82.92767933567175,67.89698078707183
74,99,21,48,48,84,77,0,69,83,67,5,16,76,86,40,66,17,64,56,49,59,11,26,95,31,85,57.706152185014034,57.97413216254298,110.02272492535349,48.703182647543684,94.13288479590966,68.9492567037528,74.2024258363566,92.59049627256569,51.31276644267,41.23105625617661,103.9471019317037,93.38094023943002
75,98,50,27,23,2,55,25,66,71,42,33,88,3,30,61,41,50,17,88,4,26,28,59,97,82,61,75.96051605933177,96.13012014972206,74.73285756613352,28.160255680657446,75.29276193632427,97.082439194738,38.07886552931954,58.249463516842795,47.07440918375928,75.28612089887484,61.07372593840988,19.4164878389476
76,81,13,78,72,37,44,14,65,76,60,32,77,79,88,23,75,95,77,28,95,71,34,3,39,65,79,59.07622195096772,53.823786563191554,84.81155581640984,47.265209192385896,80.60397012554654,75.02666192761077,84.8999411071645,65.5133574166368,97.63708311906906,23.259406699226016,82.21921916437786,67.91170738539859
77,44,44,34,55,17,70,20,78,52,80,34,70,99,16,56,95,94,7,43,67,97,35,82,97,83,62,14.866068747318506,37.48332962798263,41.617304093369626,36.87817782917155,27.85677655436824,61.71709649683789,52.392747589718944,62.20128616033595,23.021728866442675,53.75872022286245,65.21502894272147,42.95346318982906
78,81,70,63,77,9,30,30,89,76,94,60,41,30,41,8,10,5,65,91,7,41,47,47,20,15,74,19.313207915827967,82.365041127896,54.42425929675111,24.515301344262525,35.805027579936315,58.66856057549052,94.49338601193207,76.16429609731846,63.788713735268246,46.14108798023731,60.4648658313239,66.12110101926616
79,7,14,59,97,86,97,78,80,77,52,23,4,69,67,45,89,5,36,98,25,30,56,7,89,10,92,97.94386147176351,114.58621208504974,96.93812459502195,79.64923100695951,18.867962264113206,81.5659242576212,84.07734534343957,22.090722034374522,91.6624241442479,47.885279575251516,75.0,78.05767098754612
80,69,21,90,52,5,39,0,48,20,29,22,76,11,52,20,2,53,51,31,17,49,22,3,34,54,95,37.44329045369811,66.48308055437865,74.09453421137081,49.64876634922564,72.34638899074369,65.76473218982953,52.55473337388365,34.0,38.2099463490856,20.024984394500787,67.26812023536856,75.50496672405067
81,73,94,37,0,30,0,81,56,92,22,14,1,55,74,97,70,72,34,55,81,11,72,14,69,28,35,100.65783625729296,103.36827366266692,38.8329756778952,74.46475676452586,110.13627921806692,26.90724809414742,33.94112549695428,60.00833275470999,22.20360331117452,65.7875368135941,64.07807737440318,74.2024258363566
82,16,39,95,72,19,43,95,20,69,9,18,42,84,30,1,35,90,85,17,28,23,12,10,71,10,0,85.61541917201598,5.0,81.25269226308751,60.90155991434045,3.605551275463989,68.59300255857006,15.524174696260024,87.13208364316786,11.045361017187261,27.892651361962706,32.55764119219941,39.45883931389772
83,69,75,39,92,31,12,18,97,56,90,15,24,50,75,26,38,60,48,18,59,87,3,80,66,55,37,34.48187929913333,73.57309290766564,55.54277630799526,19.849433241279208,74.27651041883968,19.0,56.72741841473134,28.460498941515414,53.45091205957107,74.21590126111789,14.212670403551895,40.496913462633174
84,17,5,62,99,23,82,68,27,18,28,74,18,14,18,27,71,20,31,3,14,95,68,81,5,98,49,104.21612159354233,77.23341245859851,55.54277630799526,23.021728866442675,58.463663928973865,13.341664064126334,66.75327707311455,26.1725046566048,16.64331697709324,100.26464980241042,64.0,92.17917335276988
85,36,62,45,7,43,79,29,35,43,72,19,79,14,93,68,87,80,27,85,88,54,91,38,25,19,87,55.731499172371095,18.384776310850235,27.892651361962706,12.206555615733702,24.041630560342615,38.01315561749642,40.607881008493905,56.22277118748239,55.47071299343465,34.132096331752024,37.05401462729781,30.23243291566195
86,27,65,3,1,29,92,6,93,26,64,29,72,76,59,70,4,74,73,78,27,52,69,50,68,46,49,68.35202996254024,27.073972741361768,35.0,1.4142135623730951,7.280109889280518,49.36598018878993,74.63243262818116,47.67598976424087,63.60031446463138,25.317977802344327,23.194827009486403,24.839484696748443
87,37,60,52,59,55,87,0,24,56,28,87,20,93,20,41,55,15,26,2,49,2,18,40,90,25,56,15.033296378372908,32.449961479175904,51.62363799656123,37.21558813185679,64.03124237432849,68.81860213634101,6.4031242374328485,40.496913462633174,36.68787265568828,54.67174773134658,30.14962686336267,12.649110640673518
88,48,63,58,27,13,4,91,85,62,45,97,86,56,7,7,93,54,67,93,43,83,8,19,95,79,37,37.36308338453881,68.60029154456998,48.30113870293329,22.80350850198276,54.12947441089743,56.568542494923804,50.80354318352215,7.211102550927978,49.24428900898052,65.19202405202648,43.18564576337837,40.45985664828782
89,13,79,46,99,80,56,85,76,20,97,51,15,88,37,84,65,52,31,52,3,55,35,84,8,96,73,38.58756276314948,70.83784299369935,72.06247289678588,19.313207915827967,74.43117626371358,85.95929269136641,72.3671196055225,61.84658438426491,85.42247947700886,60.8276253029822,100.40916292848975,83.21658488546619
90,99,56,9,67,18,35,4,44,72,45,54,46,83,58,72,74,92,61,11,15,98,68,20,32,93,6,90.6697303403953,83.67795408588812,95.75489543621255,29.154759474226502,46.09772228646444,16.1245154965971,32.449961479175904,8.602325267042627,97.082439194738,12.041594578792296,82.56512580987206,50.35871324805669
